russian,zilo,gender,abs.pl,obl.sg,obl.pl,loc,GA,pst,imp,pos,transducer_entry,transducer_lexicon_group
ветка,анга,"р, р",ангибол,ангулӏи,ангибалӏи,,,,,N,,
голенище,ссакур,"б, б",ссакурдул,ссакурулӏи,ссакурдалӏи,,,,,N,,
детеныш,боши,"б, й",бошул,бошулилӏи,бошулилӏи,,,,,N,,
желудок,ихоб,"р, р",ихобил,ихобулӏи,ихобалӏи,,,,,N,,
жеребенок,тай,"б, й",тайил,тайолӏи,тайилилӏи,,,,,N,,
жир,соси,"р, р",сосол,сосиллӏи,сосолилӏи,,,,,N,,
жир,лӏурлӏа,"р, р",лӏурлӏол,лӏурлӏолӏи,лӏурлӏолилӏи,,,,,N,,
игла,бежун,"б, б",бежумол,бежунолӏи,бежумалӏи,,,,,N,,
клюв,кӏол,"б, б",кӏолибол,кӏололӏи,кӏолибалӏи,,,,,N,,
кнут,чӏартил,"р, р",чӏартилол,чӏартилулӏи,чӏартилалӏи,,,,,N,,
колос,ора,"б, б",оробил,орулӏи,оробалӏи,,,,,N,,
корень,гьикьим,"б, б",гьикьимол,гьикьимулӏи,гьикьималӏи,,,,,N,,
легкое,хунсир,"б, б",хунсидул,хунсирулӏи,хунсидалӏи,,,,,N,,
лист,лъахиб,"р, р",лъахибол,лъахибулӏи,лъахибалӏи,,,,,N,,
лист,ол,"р, р",олил,олуллӏи,олилилӏи,,,,,N,,
луна,порцӏцӏи,"б, б",порцӏцӏадул,порцӏцӏилӏи,порцӏцӏадалӏи,,,,,N,,
масло,лӏурлӏа,"р, р",лӏурлӏол,лӏурлӏолӏи,лӏурлӏолилӏи,,,,,N,,
мед,гьунцӏцӏи,"р, р",гьунцӏцӏил,гьунцӏцӏилӏи,гьунцӏцӏибалӏи,,,,,N,,
место,миса,"б, б",мисал,мисаллӏи,мисалилӏи,,,,,N,,
молитва,ккубайдир,"р, р",ккуболийдирол,ккубайдирлӏи,ккуболийдирлӏи,,,,,N,,
мотыга,цел,"б, б",целадул,целуллӏи,целадалӏи,,,,,N,,
мякина,никку,"р, р",никкодул,никкулӏи,никкодалӏи,,,,,N,,
наперсток,цӏцӏекӏа,"б, б",цӏцӏекӏалъолол,цӏцӏекӏалӏи,цӏцӏекӏалъолалӏи,,,,,N,,
нитка,рекун,"р, р",рекумол,рекунолӏи,рекумалӏи,,,,,N,,
олово,гъалай,б,,гъалайлӏи,,,,,,N,,
потолок,эркъал,"б, б",эркъалол,эркъалулӏи,эркъалалӏи,,,,,N,,
самец,кунтӏа,"б, й",кунтӏол,кунтӏаллӏи,кунтӏолилӏи,,,,,N,,
сито,сусукӏу,"р, р",сусукӏобил,сусукӏулӏи,сусукӏобалӏи,,,,,N,,
сновидение,мокьи,"р, р",мокьалол,мокьилӏи,мокьалалӏи,,,,,N,,
сосок,кока,"б, б",кокобил,кокулӏи,кокобалӏи,,,,,N,,
соха,ребццу,"р, р",ребццодул,ребццодолӏи,ребццодалӏи,,,,,N,,
хинкал,хинкӏил,"б, б",хинкӏилол,хинкӏилулӏи,хинкӏилалӏи,,,,,N,,
дверь,гьинцӏцӏу,"р, р",гьинцӏцӏобил,гьинцӏцӏулӏи,гьинцӏцӏобалӏи,,,,,N,,
кошка,геду,"б, й",гедобил,гедолӏи,гедобалӏи,,,,,N,,
мужчина,кунтӏа,"в, в",кунтӏобил,кунтӏув,кунтӏобав,,,,,N,,
трава,чӏаха,р,,чӏахалӏи,,,,,,N,,
ангел,малайки,"в, в",малайкол,малайкишуб,малайкалуб,,,,,N,,
диван,диван,"б, б",дивамил,диванулӏи,дивамалӏол,,,,,N,,
копейка,кепекки,"б, б",кепекол,кепеккулӏи,кепеккалӏи,,,,,N,,
машина,машина,"б, б",машинобил,машинулӏи,машинобалӏи,,,,,N,,
намаз,ккубайдир,,ккуболийдирол,,,,,,,N,,
пророк,авараг,в,,аварагишуб,,,,,,N,,
цыган,цигван,"в, в",цигвамадул,цигваншур,цигвамадар,,,,,N,,
школа,ушкул,"б, б",ушкулол,ушкулулӏи,ушкулалӏи,,,,,N,,
грузин,гуржи,"в, в",гуржийол,гуржишув,гуржийолув,,,,,N,,
айва,хӏаваъинчи,"б, б",хӏаваъинчил,хӏаваъинчиллӏи,хӏаваъинчилилӏи,,,,,N,,
в ответ на пожелание,амин,,,,,,,,,EXCL,,
амулет,сабаб,"р, р",сабабол,сабабулӏи,сабабалӏи,,,,,N,,
арка,кӏкӏамур,"б, б",кӏкӏамурдул,кӏкӏамурулӏи,кӏкӏамурдалӏи,,,,,N,,
беда,къинтӏилъир,"р, р",къинтӏилъирол,къинтӏилъирлӏи,къинтӏилъиралӏи,,,,,N,,
бедность,бискинлъир,"р, р; б, б",бискинлъирол,бискинлъирлӏи,бискинлъиролилӏи,,,,,N,,
берег,рагьал,"б, б",рагьалдул,рагьалулӏи,рагьалдалӏи,,,,,N,,
боль,рукъур,"б, б",рукъурол,рукъурлӏи,рукъуралӏол,,,,,N,,
бородавка,гьиму,"р, р",гьимодул,гьимулӏи,гьимодалӏи,,,,,N,,
борьба,рахор,б,,рахорлӏи,,,,,,N,,
ботва,маъа,"б, б",маъол,маъулӏи,маъалӏи,,,,,N,,
бочка,шалеги,"б, б",шалегобил,шалегулӏи,шалегобалӏи,,,,,N,,
брак,бертин,"б, б",бертимол,бертинулӏи,бертималӏи,,,,,N,,
бронза,йези,б,,йезилӏи,,,,,,N,,
бубен,джергъин,"б, б",джергъемил,джергъинулӏи,джергъемалӏи,,,,,N,,
бутылка,шиша,"р, р",шишобил,шишулӏи,шишобалӏи,,,,,N,,
ведро,челеки,"б, б",челекобил,челекулӏи,челекобалӏи,,,,,N,,
весы,килол,р,,,килолилӏи,,,,,N,,
ветвь,анга,"р, р",ангибол,ангулӏи,ангибалӏи,,,,,N,,
вещь,дан,"б, б",данол,данлӏи,даналлӏи,,,,,N,,
взятка,ришвати,б,,ришватиллӏи,,,,,,N,,
вишня,жигижаги,р,,жигижагиллӏи,,,,,,N,,
вкус,тӏагӏам,"б, б",тӏагӏамил,тӏагӏамулӏи,тӏагӏамалӏи,,,,,N,,
внимание,бакки,б,,баккилӏи,,,,,,N,,
воздух,гьава,б,,гьаваллӏи,,,,,,N,,
возраст,ригьи,"б, б",ригьиллӏол,,,,,,,N,,
войлок,гьургу,"б, б",гьоргодул,гьургулӏи,гьоргодалӏи,,,,,N,,
волдырь,пудил,"б, б",пудилол,пудилулӏи,пудилалӏи,,,,,N,,
воспитание,гӏахълулъай,б,,гӏахълулъайлӏи,,,,,,N,,
восьмой,бейкьилдеб,,,,,,,,,NUM,,
время,заман,б,,заманлӏи,,,,,,N,,
время,ригьи,б,,ригьиллӏи,,,,,,N,,
вторник,талати,,,,,,,,,N,,
глоток,хъунхъу,,,,,,,,,N,,
глубина,удилъир,б,,удилъирлӏи,,,,,,N,,
грипп,гьонхъисси,,,,,,,,,N,,
длина,реххула,б,буххулол,,,,"беххула, реххула",,,N,,
добро,рецци,б,,,,,,,,N,,
дракон,аздагьу,"б, й",аздагьобил,аздагьулӏи,аздагьобалӏи,,,,,N,,
древесина,лъуди,"б, б",лъудол,лъудиллӏи,лъудалӏи,,,,,N,,
дробь,чечма,"б, б",чечмал,чечмаллӏи,чечмалилӏи,,,,,N,,
дыхание,шанкьаннир,б,,шанкьаннирлӏи,,,,,,N,,
дыхание,гьухьал; хӏухьал,"б, б",гьухьалол,гьухьалулӏи,гьухьалалӏи,,,,,N,,
дятел,кӏутӏкӏутӏ,"б, й",кӏутӏкӏутӏол,кӏутӏкӏутӏиллӏи,кӏутӏкӏутӏалӏи,,,,,N,,
еда,мугьу,"б, б",мугьодул,мугьулӏи,мугьодалӏи,,,,,N,,
жало,ъвен,"б, б",ъвенибол,ъвенулӏи,ъвенибалӏи,,,,,N,,
жало,гъвен,"б, б",гъвенибол,гъвенулӏи,гъвенибалӏи,,,,,N,,
желание,муради,"б, б",мурадол,мурадиллӏи,мурадалӏи,,,,,N,,
журавль,решинолӏи къурру,,решинолӏи къуррол,решинолӏи къурролӏи,решинолӏи къурралӏи,,,,,N,,
завещание,васийат,"б, б",васийатол,васийатиллӏи,васийаталӏи,,,,,N,,
загон,гъадил,"б, б",гъадилол,гъадилулӏи,гъадилолалӏи,,,,,N,,
задача,масъала,"б, б",масъалобил,масъалулӏи,масъалобалӏи,,,,,N,,
запрет,хӏарам,"б, б",хӏарамол,хӏарамулӏи,хӏарамалӏол,,,,,N,,
заявление,арзи,"б, б",арзил,арзиллӏи,арзилилӏи,,,,,N,,
звонок,зарзал,"р, р",зарзалол,зарзалулӏи,зарзалалӏи,,,,,N,,
здоровье,сагъилъир,"б, б",сагъилъирол,сагъилъирлӏи,сагъоллъиралӏи,,,,,N,,
зрение,гьалли,"р, р",гьаллил,гьаллиллӏи,гьаллилилӏи,,,,,N,,
зурна,зумура,"б, б",зумурдул,зумурулӏи,зумурдалӏи,,,,,N,,
игра,гидал,"б, б",гидалол,гидалулӏи,гидалалӏо,,,,,N,,
известь,гачи,"б, б",гачил,гачилӏи,гачилилӏи,,,,,N,,
изъян,гъайа,,,,,,,,,N,,
или,йа,,,,,,,,,PART,,
имам,дибир,"в, в",дибирадул,дибиршур,дибирадарул,,,,,N,,
индюк,гургул,"б, й",гургулол,гургулулӏи,гургулалӏи,,,,,N,,
каблук,мижа,"б, б",мижалол,мижалулӏи,мижалалӏи,,,,,N,,
казак,хъазахъи,"в, в",хъазахъол,хъазахъишур,хъазахъарул,,,,,N,,
калитка,гъалир,"б, б",гъалирдул,гъалирдолӏи,гъалирдалӏол,,,,,N,,
камедь,сино,"р, р",синол,синолӏи,синолилӏи,,,,,N,,
канава,рохъи,"б, б",рохъадул,рохъиллӏи,рохъадалӏи,,,,,N,,
картофель,картуш,"б, б",картушол,картушулӏи,картушалӏи,,,,,N,,
каша,кощи,"р, р",кощил,кощилӏи,кощилилӏи,,,,,N,,
клевета,бутан,"р, р",бутамил,бутанулӏи,бутамалӏи,,,,,N,,
клейстер,шилиш,"р, р",шилишол,шилишулӏи,шилишалӏи,,,,,N,,
коридор,калидур,"б, б",калидурол,калидурулӏи,калидуралӏи,,,,,N,,
крепость,хъала,"б, б",хъалибол,хъалаллӏи,хъалибалӏи,,,,,N,,
крошка,чӏичӏихъил,"б, б",чӏичӏихъилол,чӏичӏихъилулӏи,чӏичӏихъилалӏи,,,,,N,,
кружка,гурушка,"б, б",гурушкобил,гурушкулӏи,гурушкобалӏи,,,,,N,,
кто,им,,,,,,,,,PRON,,
куда-нибудь,ивагу вукӏоболло,,,,,,ийагу йикӏоболло,,,ADV,,
кузнец,ихум,"в, в",ихумадул,ихумшур,ихумадарул,,,,,N,,
куча,гъун,"б, б",гъунадул,гъунлӏи,гъунадалӏи,,,,,N,,
левша,кучӏилъасси,,,,,,,,,N,,
лемех,къеб,"б, б",къебадул,къеболӏи,къебадалӏи,,,,,N,,
линия,михъур,"б, б",михъурдул,михъурулӏи,михъурдалӏи,,,,,N,,
лом,тупанги,,,,,,,,,N,,
лучина,мигу,"б, б",мигодул,мигулӏи,мигодалӏи,,,,,N,,
маслобойка,кверу,"б, б",квердобил,квердолӏи,квердобалӏи,,,,,N,,
матрац,бешен,"б, б",бешемил,бешенлӏи,бешемалӏи,бешенъа,,,,N,,
метла,лӏарлӏал,"б, б",лӏарлӏалол,лӏарлӏаллӏи,лӏарлӏалалӏи,,,,,N,,
мешочек,таргьа,"б, б",таргьибол,таргьулӏи,таргьибалӏи,,,,,N,,
минарет,миъмар,"б, б",миъмарол,миъмарулӏи,миъмаралӏи,,,,,N,,
минута,минута,"б, б",минутол,минутиллӏи,минуталӏи,,,,,N,,
морковь,маматӏур,"б, б",маматӏурол,маматӏурулӏи,маматӏуралӏи,,,,,N,,
мочевой пузырь,покъу,"б, б",покъудул,покъудолӏи,покъудалӏи,,,,,N,,
мудрец,цӏудур,,,,,,,,,N,,
мулла,дибир,"в, в",дибирадул,дибиршур,дибирадарул,,,,,N,,
мысль,пикру,"б, б",пикродул,пикруллӏи,пикрудалӏи,,,,,N,,
надежда,хьул,"б, б",хьуладул,,хьуладалӏи,,,,,N,,
напильник,чирон,"б, б",чиромил,чиронлӏи,чиромалӏи,,,,,N,,
насилие,зулму,"б, б",зулмодул,зулмулӏи,зулмодалӏи,,,,,N,,
нетель,чӏора,"б, й",чӏоробил,чӏоролӏи,чӏоробалӏи,,,,,N,,
неужели,гьугъибахъиле,,,,,,,,,EXCL,,
нора,багин,"б, б",багимол,багинулӏи,багималӏи,,,,,N,,
нужда,гьаджатилъир,,,,,,,,,N,,
обезьяна,маймалаки,,,,,,,,,N,,
обжора,кӏункӏул,"в, в",кӏункӏулол,кӏункӏулшур,кӏункӏулолуб,,,,,N,,
огурец,охцер,"б, б",охцердул,охцерулӏи,охцердалӏи,,,,,N,,
ответ,джаваб,"б, б",джавабол,джавабулӏи,джавабалӏи,,,,,N,,
офицер,апицер,"в, в",апицерадул,апицершур,апицерадар,,,,,N,,
оценка,къиммати,,,,,,,,,N,,
пазуха,инлъир,,,,,,,,,N,,
пальто,палту,"б, б",палтодул,палтудолӏи,палтодалӏи,,,,,N,,
папироса,хъалийан,"б, б",хъалийамил,хъалийанулӏи,хъалийамалӏи,,,,,N,,
перец,пурч,б,,пурчилӏи,,,,,,N,,
плита,къуну,"р, р",къунибол,къунуллӏи,къунибалӏи,,,,,N,,
плов,пулав,б,,пулавлӏи,,,,,,N,,
плотник,устар,"в, в",устарадул,устаршур,устарадарул,,,,,N,,
под,гьикьу,,,,,,,,,POST,,
подпруга,къвал,"б, б",къвалил,къвалуллӏи,къвалилилӏи,,,,,N,,
позор,сули,,,,,,,,,N,,
позор,инзил,"б, б",инзилол,инзилулӏи,инзилалӏи,,,,,N,,
полотенце,рокьучул,"р, р",рокьучулол,рокьучулулӏи,рокьучулалӏи,,,,,N,,
помощь,кумеки,"б, б",кумекол,кумекиллӏи,кумекалӏи,,,,,N,,
понедельник,итни зубу,,,,,,,,,N,,
попрошайка,хохол,"в, в",хохоладул,хохолшур,хохоладар,,,,,N,,
попрошайка,хохол,"й, й",хохоладул,хохоллӏи,хохоладалӏи,,,,,N,,
порох,чӏир,б,,чӏирлӏи,,,,,,N,,
поручение,молъи,"р, р",молъалол,молъиллӏи,молъалалӏи,,,,,N,,
почерк,хатӏи,р,,хатӏиллӏи,,,,,,N,,
правитель,хӏаким,"в, в",,,,,,,,N,,
правительство,хӏукумати,"б, б",хӏукуматол,хӏукуматиллӏи,хӏукуматалӏол,,,,,N,,
приглашать,къорери вуъон (звать прийти),,,,,,,,,V,,
пригоршня,лъумур,"б, б",лъумурдул,"лъумурлӏи, лъумурулӏи",лъумурдалӏол,,,,,N,,
пример,мисал,б,,мисалалӏи,,,,,,N,,
природа,тӏабигӏат,,,,,,,,,N,,
прицел,ишан,б,,,,,,,,N,,
проповедь,ваъаза,"б, б",ваъазал,ваъазаллӏи,,,,,,N,,
простор,атӏилъи,,,,,,,,,N,,
пушка,арада,"б, б",арадобил,арадулӏи,арадобалӏи,,,,,N,,
пятно,тӏанкил,"б, б",тӏанкилол,тӏанкилулӏи,тӏанкилалӏи,,,,,N,,
пятьсот,иᵸшдубешенегу,,,,,,,,,NUM,,
раз,микъи,,,,,,,,,N,,
разговор,реддон,"р, р",реддомил,реддонулӏи,реддомалӏи,,,,,N,,
размышление,пикру,"б, б",пикродул,пикруллӏи,пикрудалӏи,,,,,N,,
разница,батӏалъир,б,,батӏалъирлӏи,,,,,,N,,
разрешение,изну,б,,,,,,,,N,,
рай,алджан,,,,,,,,,N,,
ранение,къиралъий,,,,,,,,,N,,
рассвет,кванлъир,,,,,,,,,N,,
рассол,цӏонтур,,,,,,,,,N,,
расстояние,манзил,"б, б",манзилол,манзилулӏи,манзилалӏи,,,,,N,,
результат,хӏассил,"б, б",хӏассилол,хӏассилулӏи,хӏассилалӏи,,,,,N,,
решение,хӏукму,"б, б",хӏукмодул,хӏукмуллӏи,хӏукмодалӏи,,,,,N,,
ржавчина,кьаву,"б, б",кьаводул,кьавулӏи,кьаводалӏи,,,,,N,,
рубанок,ссургу,"б, б",ссургодул,ссургулӏи,ссургодалӏи,,,,,N,,
сад,охи,"р, р",охил,охилӏи,охилалӏи,,,,,N,,
сапоги,чакмай,"б, б",чакмайол,чакмайулӏи,чакмайалӏи,,,,,N,,
сбор,мишу,б,,,,,,,,N,,
свекла,чӏабкӏулди,"б, б",чӏабкӏулдол,чӏабкӏулдулӏи,чӏабкӏулдалӏи,,,,,N,,
сердцевина,рокӏо,"р, р",рокӏол,рокӏоллӏи,рокӏолилӏи,,,,,N,,
ситец,чит,р,,читиллӏи,,,,,,N,,
скорлупа,хъал,б,хъалил,хъалуллӏи,хъалилилӏи,,,,,N,,
соболезнование,зигара,б,зигардул,зигаралӏи,зигардалӏи,,,,,N,,
согласие,разилъир,б,,разилъирлӏи,,,,,,N,,
сода,суда,б,,судаллӏи,судалӏол,,,,,N,,
сорт,тайпа,"б, б",тайпал,тайпаллӏи,тайпалилӏи,,,,,N,,
состояние,хӏал,б,,,,,,,,N,,
способность,гьунар,"б, б",гьунардул,гьунарулӏи,гьунардалӏи,,,,,N,,
ссора,питна,"р, р",питнал,питналлӏи,питналилӏи,,,,,N,,
ссора,гъалмагъар,б,,гъалмагъарлӏи,,,,,,N,,
сталь,чирон,б,,чиронлӏи,,,,,,N,,
столб,гьума,"б, б",гьумадол,гьумаллӏи,гьумадалӏи,,,,,N,,
столица,тахшагьар,б,,,,,,,,N,,
стон,зигара,б,зигардул,зигаралӏи,зигардалӏи,,,,,N,,
строка,михъур,"б, б",михъурдул,михъурулӏи,михъурдалӏи,,,,,N,,
частое сердцебиение,тӏваркӏишери,р,,тӏваркӏиллӏи,,,,,,N,,
суп,чорпа,б,чорпал,чорпаллӏи,чорпалилӏи,,,,,N,,
сустав,ричӏин,"р, р",ричӏимол,ричӏинулӏи,ричӏималӏи,,,,,N,,
тайна,къеча,б,,къечалилӏи,,,,,,N,,
ткань,хам,"б, б",хамил,хамлӏи,хамилилӏи,,,,,N,,
толщина,бишилъир,б,,,,,ришилъир,,,N,,
торговля,дарам,"б, б",дарамил,дарамлӏи,,,,,,N,,
точка,тӏанкӏил,"р, р",тӏанкӏилол,тӏанкӏилулӏи,тӏанкӏилалӏи,,,,,N,,
требование,тӏалаб,"б, б",тӏалабил,,,,,,,N,,
трость,анса,"р, р",ансибол,ансулӏи,ансибалӏи,,,,,N,,
тыква,держикӏа,"б, б",держикӏол,держикӏулӏи,держикӏалӏи,,,,,N,,
тюбетейка,писи,"б, б",писил,писиллӏи,писиллӏи,,,,,N,,
головной убор,такъийа,б,,такъийулӏи,,,,,,N,,
уважение,адаб,б,,адаблӏи,,,,,,N,,
удивление,тамашалъир,,,,,,,,,N,,
удод,гьобгьоб,"б, б",гьобгьобол,гьобгьоблӏи,гьобгьобалӏи,,,,,N,,
урок,дарсси,"б, б",дарссил,дарссиллӏи,дарссилилӏи,,,,,N,,
утварь,къай,"б, б",къайил,къайлӏи,къайилилӏи,,,,,N,,
ученый,гӏалим,"в, в",гӏалимадул,гӏалимшув,гӏалимадав,,,,,N,,
ученая,гӏалим,"й, й",гӏалимадул,гӏалимлӏи,гӏалимадалӏи,,,,,N,,
характер,амал,"б, б",амалол,амалалӏи,амалалӏи,,,,,N,,
хитрый (ребенку),иприти,,,,,,,,,ADJ,,
холера,вабаъи,б,,,,,,,,N,,
хутор,кули,"б, б",кулил,кулиллӏи,,,,,,N,,
цвет,босо,"б, б",босол,,,,,,,N,,
чавкание,лъобкӏи,,,,,,,,,N,,
часы,саъати,"б, б",саъатобил,саъатулӏи,саъатобалӏи,,,,,N,,
четверг,хамизи,р,хамиз зубодул,,,,,,,N,,
чистота,рерцӏцӏомлъир,р,,рерцӏцӏомлъирлӏи,,,берцӏцӏомлъир,,,N,,
чтение,баъир,б,,баъирлӏи,,,,,,N,,
чудо,гӏаламати,б,гӏаламатол,гӏаламатилӏи,,,,,,N,,
шерсть,михи,р,,михилӏи,,,,,,N,,
шест,мокъи,"б, б",мокъадул,мокъилӏи,мокъадалӏи,,,,,N,,
шестой,ойлӏидеб,,,,,,,,,NUM,,
шестьдесят,ойлӏицӏолгу,,,,,,,,,NUM,,
шкура,цӏцӏуку,"б, б",цӏцӏукодул,цӏцӏукудолӏи,цӏцӏукодалӏи,,,,,N,,
шкура,хуча,"р, р",хучол,хучулӏи,хучодалӏи,,,,,N,,
шоссе,шагьара,,,,,,,,,N,,
штраф,гьакӏа,"б, б",гьакӏал,гьакӏалӏи,,,,,,N,,
шуба,бишо,"б, б",бишодул,бишоллӏи,бишодалӏи,,,,,N,,
шутка,масхара,"б, б",масхардул,масхарулӏи,масхардалӏи,,,,,N,,
щипцы,хуцӏу,"б, б",хуцӏодул,хуцӏулӏи,хуцӏодул,,,,,N,,
ягодица,беххиркъил,"б, б",беххиркъилол,беххиркъилулӏи,беххиркъилалӏи,,,,,N,,
яичница,хайген,б,,хайгенлӏи,,,,,,N,,
ясность,байан,,,,,,,,,N,,
бабушка,ила,"й, й",,,,,,,,N,,
веревка,рошон,"р, р",рошомил,рошонулӏи,рошомалӏи,,,,,N,,
вор,лъомидо,"в, в",,лъомидошуб,,,,,,N,,
вор,лъомидо,"й, й",,,,,,,,N,,
гость,цӏцӏи,"в, в",цӏцӏил,цӏцӏишув,цӏцӏелувул,,,,,N,,
гостья,цӏцӏи,"й, й",цӏцӏил,цӏцӏиллӏи,цӏцӏелувул,,,,,N,,
гриб,хорошашуб авъара,"б, б",хорошашубул авъардул,хорошашуб авъарулӏи,хорошашубул авъардалӏи,,,,,N,,
еж,ужрукъи,"б, й",ужрукъол,ужрукъулӏи,ужрукъалӏи,,,,,N,,
жила,щекӏи,"б, б",щекӏил,щекӏиллӏи,щекӏилилӏи,,,,,N,,
запах,шан,"б, б",шанил,шанлӏи,шанилилӏи,,,,,N,,
земля,онщи,б,,оншилӏи,,,,,,N,,
кабан,хунтӏа,"б, й",хунтӏил,хунтӏулӏи,хунтӏилӏи,,,,,N,,
кол,хӏахъум,"б, б",хӏахъумол,хӏахъумулӏи,хӏахъумалӏи,,,,,N,,
кора,хъал,"б, б",хъалил,хъалулӏи,хъалилилӏи,,,,,N,,
косточка,гага,б,,гагулӏи,,,,,,N,,
куст,хъарахъи,"б, б",хъарахъол,хъарахъулӏи,хъарахъалӏи,,,,,N,,
мята,инцциртӏа,р,,инцциртӏалӏи,,,,,,N,,
не,ссу,,,,,,,,,EXCL,,
ноша,къай,б,,къайлӏи,,,,,,N,,
огород,чӏадил,"б, б",чӏадилол,чӏадиллӏи,чӏадилалӏи,,,,,N,,
перхоть,къара,б,,къаралӏи,,,,,,N,,
пол,гьоъор,б,,гьоъорлӏи,,,,,,N,,
полдень,лъал,б,,лъаллӏи,,,,,,N,,
половник,гама,б,,гамулӏи,,,,,,N,,
пот,гьанъо,б,,гьанъолӏи,,,,,,N,,
равнина,байдан,"б, б",байдамил,байданулӏи,байдамалӏи,,,,,N,,
радуга,соруди йошиква йичонний,,,,,,,,,N,,
рожать,мочӏи джидери,,,,,,,,,V,,
семя,шен,р,,шенлӏи,,,,,,N,,
скот,буцӏцӏир,"б, й",буцӏцӏирол,буцӏцӏирулӏи,буцӏцӏиралӏи,,,,,N,,
сосед,мадугьал,"в, в",мадугьаладул,мадугьалшуб,мадугьаладав,,,,,N,,
соседка,мадугьал,"й, й",мадугьаладул,мадугьаллӏи,мадугьаладалӏи,,,,,N,,
стрела,чӏор,р,,,,,,,,N,,
стул,мокӏо,"б, б",мокӏол,мокӏолӏи,мокӏолилӏи,,,,,N,,
сычуг,ребкьу,р,,ребкьулӏи,,,,,,N,,
тмин,миъор,р,,миъорлӏи,,,,,,N,,
утка,бадуши,"б, й",бадушол,бадушулӏи,бадушалӏи,,,,,N,,
холм,гъижи,"б, б",гъижадул,гъижилӏи,гъижадалӏи,гъижиъа,,,,N,,
щебень,гъогъу,б,гъогъодул,гъогъулӏи,гъогъодалӏи,,,,,N,,
алыча,кӏолли кӏуркӏул,"б, б",кӏолли кӏуркӏулол,кӏуркӏулулӏи,кӏуркӏулалӏи,,,,,N,,
бульон,кощи,"р, р",кощил,кощилӏи,кощилилӏи,,,,,N,,
весь,илӏугу,,,,,,,,,PRON,,
дыра,багин,"б, б",багимол,багинулӏи,багималӏи,,,,,N,,
крыло,лъиру,"р, р",лъирдобил,лъирудолӏи,лъирудобалӏи,,,,,N,,
лиса,сори,"б, й",сордул,соролӏи,сордалӏи,,,,,N,,
лошадь,кӏоту,"б, й",кӏотил,кӏотулӏи,кӏотилӏи,,,,,N,,
между,бокьу,,,,,,"рокьу, йокьу, вокьу",,,POST,,
невеста,бахӏарай,"й, й",бахӏардул,бахӏарайлӏи,бахӏардалӏи,,,,,N,,
ножны,релъоба,"б, б",релъобил,релъобулӏи,релъобалӏи,,,,,N,,
ножны,ххубару,"б, б",ххубардул,ххубарулӏи,ххубардалӏи,,,,,N,,
плечо,бехун,"б, б",бехумол,бехунулӏи,бехумалӏи,,,,,N,,
пояс,рокьучул,"р, р",рокьучулол,рокьучулулӏи,рокьучулалӏи,,,,,N,,
родник,инцци,"р, р",инццадул,инццилӏи,инццадалӏи,,,,,N,,
рожь,чӏори,б,,чӏорлӏи,,,,,,N,,
самка,гьорчӏи,"й, й",гьорчӏол,гьорчӏиллӏи,гьорчӏилилӏи,,,,,N,,
сметана,эл,"б, б",элил,элулӏи,элилилӏи,,,,,N,,
стремя,падучан,"б, б",падучамил,падучанлӏи,падучамалӏи,,,,,N,,
ступня,кьеркьил,"б, б",,,,,,,,N,,
трут,ссекӏу,"б, б",ссекӏодул,ссекӏулӏи,ссекӏодалӏи,,,,,N,,
туман,гьиро,"р, р",гьиродул,гьиролӏи,гьиродалӏи,,,,,N,,
хрящ,цӏецӏи,"б, б",цӏецӏил,цӏецӏилӏи,цӏецӏилилӏи,,,,,N,,
челюсть,чӏамчӏаллӏи,"б, б",чӏамчӏаллӏол,,,,,,,N,,
юла,пархил,"р, р",пархилол,пархилулӏи,пархилалӏи,,,,,N,,
армия,аскӏар,"б, б",аскӏарол,аскӏарлӏи,аскӏаралӏи,,,,,N,,
зерно,хӏалбахъин,"б, б",хӏалбахъинол,хӏалбахъинулӏи,хӏалбахъиналӏи,,,,,N,,
пиджак,кастум,"б, б",кастумол,кастумулӏи,кастумалӏи,,,,,N,,
ватная куртка,пенджеки,"б, б",пенджекол,пенджекулӏи,пенджекалӏи,,,,,N,,
суд,сути,"б, б",сутил,сутиллӏи,сутилилилӏи,,,,,N,,
сук,кӏурцӏцӏо,"б, б",кӏурцӏцӏодул,кӏурцӏцӏулӏи,кӏурцӏцӏодалӏи,,,,,N,,
фонарь,чирахъи,"б, б",чирахъол,чирахъулӏи,чирахъалӏи,,,,,N,,
имя,цӏцӏер,"р, р",цӏцӏердул,цӏцӏерулӏи,цӏцӏердалӏи,,,,,N,,
аппетит,хийал,"б, б",хийалол,хийалулӏи,хийалалӏи,,,,,N,,
барабанщик,къаличан,"в, в",къаличамадул,,,,,,,N,,
барабанщица,къаличан,"й, й",къаличамадул,,,,,,,N,,
безрукавка,кереᵸссери,"б, б",кереᵸссерол,кереᵸссериллӏи,кереᵸссеролилӏи,,,,,N,,
бидон,битон,"б, б",битомил,битонулӏи,битомалӏи,,,,,N,,
божья коровка,вошуле-йошиле,"б, й",вошуле-йошиболле,йошуллӏиле вошубле босо,,,,,,N,,
бродяга,сорсол,"в, в",сорсолол,сорсолшуй,сорсололуй,,,,,N,,
бродяга,сорсол,"й, й",сорсолол,сорсоллӏи,сорсололилӏи,,,,,N,,
брысь,учи,,,,,,,,,EXCL,,
бублик,гимура,"б, б",гимурдул,гимурулӏи,гимурдалӏи,,,,,N,,
